"car_park_no","address","x_coord","y_coord","car_park_type","type_of_parking_system","short_term_parking","free_parking","night_parking","car_park_decks","gantry_height","car_park_basement","combined_coords","converted_combined_coords","central"
"A85","BLK 340 ANG MO KIO ST 32","29824.1000","38572.1600","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","0.00","N","38572.1600 29824.1000","103.84970936855954 1.3651073779477731","No"
"A86","BLK 4001-4003/4026-4028/4033-4035 ANG MO KIO IND PARK 1","30582.1000","38215.8400","SURFACE CAR PARK","COUPON PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","38215.8400 30582.1000","103.85652048735007 1.3618848908307517","No"
"A87","BLK 462/463 ANG MO KIO ST 44","30733.8638","38762.2439","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","38762.2439 30733.8638","103.8578842373726 1.36682635874641","No"
"A88","BLK 348 ANG MO KIO AVE 3","29552.2400","38701.9000","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","0.00","N","38701.9000 29552.2400","103.84726652678951 1.366280715671919","No"
"A89","BLK 101/102 ANG MO KIO ST 11","28673.2100","39163.9300","SURFACE CAR PARK","COUPON PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","0.00","N","39163.9300 28673.2100","103.83936784590809 1.37045918304517","No"
"A9","BLK 202/203 ANG MO KIO STREET 22","29232.3606","38900.2315","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","38900.2315 29232.3606","103.84439219780549 1.3680743699781373","No"
"A90","BLK 625/627 ANG MO KIO ST 61","28882.3578","40440.1317","SURFACE CAR PARK","COUPON PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","5.40","N","40440.1317 28882.3578","103.84124722457109 1.382000689215116","No"
"A94","BLK 104C ANG MO KIO STREET 11","28556.1477","39318.8058","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","2.00","N","39318.8058 28556.1477","103.83831596140112 1.3718598268833164","No"
"A95","BLK 323A ANG MO KIO AVENUE 3","29612.0323","38838.7824","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","12","2.15","N","38838.7824 29612.0323","103.84780380928046 1.367518628007778","No"
"A98","BLK 259 ANG MO KIO AVE 2","27837.0334","39020.7488","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","39020.7488 27837.0334","103.83185420964756 1.3691643105963724","No"
"A99","BLK 181 ANG MO KIO AVE 5","28433.4999","39885.5496","SURFACE CAR PARK","COUPON PARKING","7AM-10.30PM","NO","NO","0","0.00","N","39885.5496 28433.4999","103.8372138919684 1.3769852572551458","No"
"BA1","BLK 106 BIDADARI PARK DRIVE","32174.2918","35098.8104","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","8","2.15","N","35098.8104 32174.2918","103.87082697082691 1.3336954080006629","No"
"BA2","BLK 117 ALKAFF CRESCENT","32444.5217","35453.6678","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","8","2.15","N","35453.6678 32444.5217","103.87325519193966 1.3369045733012845","No"
"BA3","BLK 101 BIDADARI PARK DRIVE","32229.3617","35383.6726","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","2","2.20","N","35383.6726 32229.3617","103.87132184474288 1.336271592542055","No"
"BA4","BLK 113 ALKAFF CRESCENT","32410.3926","35271.7364","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","8","2.15","N","35271.7364 32410.3926","103.87294849581703 1.335259255627249","No"
"BA5","BLK 109 BIDADARI PARK DRIVE","32375.4954","35170.0510","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","10","2.15","N","35170.0510 32375.4954","103.87263490983291 1.3343396542004196","No"
"BA6","BLK 201 WOODLEIGH LINK","32325.4720","35823.9717","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","5","2.15","N","35823.9717 32325.4720","103.87218551400757 1.3402534868866136","No"
"BA7","BLK 206 WOODLEIGH LINK","32320.0357","35997.2684","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","4","2.15","N","35997.2684 32320.0357","103.8721366903117 1.3418207211438438","No"
"BA8","BLK 207 WOODLEIGH LINK","32246.0659","35990.7456","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","2","2.15","N","35990.7456 32246.0659","103.87147202648787 1.3417617417877545","No"
"BBB","BLK 232 BRAS BASAH BASEMENT CAR PARK","30264.1776","30994.7597","BASEMENT CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","1","1.90","Y","30994.7597 30264.1776","103.85366320640033 1.2965800277256154","Yes"
"BBM1","BLK 188A BUKIT BATOK WEST AVE 6","18213.6562","36507.8169","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","2.00","N","36507.8169 18213.6562","103.74538227425023 1.3464366536863857","No"
"BBM2","BLK 628A BUKIT BATOK CENTRAL","18714.4710","36997.6927","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","11","2.15","N","36997.6927 18714.4710","103.74988224837854 1.3508670707092796","No"
"BBM3","BLK 289H BUKIT BATOK STREET 25","19831.2917","36294.3127","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","12","2.15","N","36294.3127 19831.2917","103.75991777083932 1.3445062832256525","No"
"BBM4","BLK 288H BUKIT BATOK STREET 25","19860.3631","36409.7980","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","13","2.15","N","36409.7980 19860.3631","103.76017896379149 1.3455506982843115","No"
"BBM5","BLK 290H BUKIT BATOK STREET 24","19610.4720","36154.6192","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","4","2.00","N","36154.6192 19610.4720","103.75793361152391 1.3432428850770304","No"
"BBM6","BLK 291F BUKIT BATOK STREET 24","19289.8168","36112.2533","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","4","2.00","N","36112.2533 19289.8168","103.75505234517985 1.3428596521147607","No"
"BBM7","BLK 154A BUKIT BATOK WEST AVE 8","18025.9428","36609.4062","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","8","2.00","N","36609.4062 18025.9428","103.74369552195999 1.347355328258928","No"
"BBM8","BLK 622A BUKIT BATOK CENTRAL","18561.8095","36898.4253","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","6","2.15","N","36898.4253 18561.8095","103.74851052070362 1.3499692848448013","No"
"BBM9","BLK 395A BUKIT BATOK WEST AVE 5","18924.8161","38652.2819","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","16","2.15","N","38652.2819 18924.8161","103.75177182867142 1.3658306352822938","No"
"BE10","BLKS 168-180 BISHAN STREET 13","30223.1994","36651.8815","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","36651.8815 30223.1994","103.8532954079852 1.3477410368330722","No"
"BE11","BLK 181-186 BISHAN STREET 13","30194.9243","36877.2792","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","36877.2792 30194.9243","103.85304135503775 1.3497794554538258","No"
"BE12","BLK 187-197 BISHAN STREET 13","29963.6285","36903.1662","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","0","4.50","N","36903.1662 29963.6285","103.85096301847568 1.3500135843193608","No"
"BE13","BLK 135A BISHAN STREET 12","30026.4687","36336.1338","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","5","1.90","N","36336.1338 30026.4687","103.85152763920874 1.3448855409177116","No"
"BE14","BLK 167A BISHAN STREET 13","30460.9446","36576.4810","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","5","1.90","N","36576.4810 30460.9446","103.85543169019623 1.34705912300086","No"
"BE15","BLK 152A BISHAN STREET 11","30394.9029","36366.7901","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","6","1.90","N","36366.7901 30394.9029","103.85483824803825 1.345162758491224","No"
"BE17","BISHAN PARK II","29598.0859","38339.9922","SURFACE CAR PARK","COUPON PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","38339.9922 29598.0859","103.84767846445092 1.363007748297778","No"
"BE18","BLK 441-455 SIN MING/BRIGHT HILL DRIVE","27751.5586","37825.0781","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","4.50","N","37825.0781 27751.5586","103.83108616866849 1.3583510906519656","No"
"BE19","BLK 503/504 BISHAN STREET 11","29656.3321","36775.0947","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","36775.0947 29656.3321","103.84820175969944 1.3488553698228036","No"
"BE20","BLK 505 BISHAN STREET 11","29707.8648","36779.0905","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","9","1.90","N","36779.0905 29707.8648","103.84866481348303 1.34889150352476","No"
"BE21","BLK 506/509 BISHAN STREET 11","29749.6768","36749.5862","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","36749.5862 29749.6768","103.84904051876208 1.348624674724653","No"
"BE22","BLK 511/513 BISHAN STREET 13","29818.0559","36839.3645","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","36839.3645 29818.0559","103.84965495311533 1.3494365936467407","No"
"BE23","BLK 514 BISHAN STREET 13","29830.0702","36912.2681","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","2","1.80","N","36912.2681 29830.0702","103.8497629135689 1.3500959071206409","No"
"BE24","BLK 201/206 BISHAN STREET 23","29576.3203","37491.2812","SURFACE CAR PARK","COUPON PARKING","7AM-7PM","SUN & PH FR 7AM-10.30PM","NO","0","4.50","N","37491.2812 29576.3203","103.8474828411055 1.3553323098292838","No"
"BE25","BLK 207A BISHAN STREET 23","29668.2541","37471.6058","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","5","1.90","N","37471.6058 29668.2541","103.84830892492698 1.3551543675245774","No"
"BE26","BLK 207/212/216/217 BISHAN STREET 23","29684.6992","37553.5273","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-7PM","SUN & PH FR 7AM-10.30PM","NO","0","0.00","N","37553.5273 29684.6992","103.8484566994187 1.3558952354526197","No"
"BE27","BLK 212A BISHAN STREET 23","29704.1126","37637.6725","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","5","1.90","N","37637.6725 29704.1126","103.84863114624696 1.3566562135466202","No"
"BE28","BLK 213-215,218-227 BISHAN STREET 23","29639.4805","37778.0547","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-7PM","SUN & PH FR 7AM-10.30PM","NO","0","4.50","N","37778.0547 29639.4805","103.8480503922031 1.3579257837444099","No"
"BE29","BLK 228-231 BISHAN STREET 23","29400.2617","37725.7422","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-7PM","SUN & PH FR 7AM-10.30PM","NO","0","4.50","N","37725.7422 29400.2617","103.84590085114523 1.3574527003474104","No"
"BE3","BLK 401-408 SIN MING AVE","28121.0801","38268.7852","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","4.50","N","38268.7852 28121.0801","103.83440656538825 1.3623638203324202","No"
"BE3R","BLK 410A SIN MING AVE","28240.0745","38359.6695","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","9","2.10","N","38359.6695 28240.0745","103.83547581122498 1.3631857448141926","No"
"BE30","BLK 231A BISHAN STREET 23","29460.8559","37726.9889","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","5","1.90","N","37726.9889 29460.8559","103.84644532993362 1.3574639721486688","No"
"BE31","BLK 232-237 BISHAN STREET 22","29421.8945","37882.1133","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-7PM","SUN & PH FR 7AM-10.30PM","NO","0","0.00","N","37882.1133 29421.8945","103.84609524349491 1.3588668638092545","No"
"BE32","BLK 237A BISHAN STREET 22","29486.1335","37915.7452","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","5","1.90","N","37915.7452 29486.1335","103.84667247515073 1.3591710155830503","No"
"BE33","BLK 238-245 BISHAN STREET 22","29279.9809","38026.2842","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-7PM","SUN & PH FR 7AM-10.30PM","NO","0","4.50","N","38026.2842 29279.9809","103.84482006190818 1.3601707004676906","No"
"BE34","BLK 246A BISHAN STREET 22","29146.6066","38113.6749","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","5","1.85","N","38113.6749 29146.6066","103.8436216081292 1.3609610362378037","No"
"BE35","BLK 246-256 BISHAN STREET 22","29086.8281","38164.5000","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-7PM","SUN & PH FR 7AM-10.30PM","NO","0","4.50","N","38164.5000 29086.8281","103.84308446006827 1.3614206825630566","No"
"BE36","BLK 278-281 BISHAN STREET 24","29248.3008","37730.4375","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","0","4.50","N","37730.4375 29248.3008","103.84453538273507 1.3574951697204816","No"
"BE37","BLK 282 BISHAN STREET 22","29235.5530","37787.1371","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","2","1.95","N","37787.1371 29235.5530","103.84442083770382 1.358007941227126","No"
"BE38","BLK 283/284 BISHAN STREET 22","29251.7617","37885.6250","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","0","4.50","N","37885.6250 29251.7617","103.84456648767798 1.3588986300125843","No"
"BE39","BLK 263A BISHAN STREET 22","28962.9515","37918.5499","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","10","1.90","N","37918.5499 28962.9515","103.84197133762791 1.3591964018143092","No"
"BE4","BLK 101-116 BISHAN STREET 12","29675.9231","36514.1566","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","36514.1566 29675.9231","103.84837778261435 1.3464955373934115","No"
"BE40","BLK 268A BISHAN STREET 24","29037.3835","37710.0917","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","1.90","N","37710.0917 29037.3835","103.84264015136279 1.357311177642308","No"
"BE42","BLK 290A BISHAN STREET 24","29249.7223","37516.6532","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","12","2.15","N","37516.6532 29249.7223","103.84454814694604 1.3555617806229021","No"
"BE44","BLK 448A BRIGHT HILL DRIVE","27812.0967","37767.5494","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","2.15","N","37767.5494 27812.0967","103.8316301438792 1.3578308220309558","No"
"BE45","BLK 275 BISHAN ST 24","29152.4171","37599.2039","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","NO","NO","6","2.15","N","37599.2039 29152.4171","103.843673799586 1.3563083436627226","No"
"BE5","BLK 117-134 BISHAN STREET 12","29963.4140","36478.9779","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","36478.9779 29963.4140","103.85096106346887 1.3461773763274942","No"
"BE6","BLK 135/138 BISHAN STREET 12","30066.0547","36320.9492","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","36320.9492 30066.0547","103.85188334257242 1.3447482141025904","No"
"BE7","BLK 139-144 BISHAN STREET 12","30192.8737","36349.3110","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-7PM","SUN & PH FR 7AM-10.30PM","NO","0","4.50","N","36349.3110 30192.8737","103.85302289077156 1.34500469914902","No"
"BE8","BLK 145-150A, 151 BISHAN STREET 11","30447.9395","36286.4727","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","36286.4727 30447.9395","103.85531480784493 1.3444363922391018","No"
"BE9","BLK 153-167 BISHAN STREET 13","30544.5318","36588.7709","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","36588.7709 30544.5318","103.85618277394822 1.3471702615089869","No"
"BH1","BLK 1 THOMSON ROAD","29017.3398","34136.3320","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","34136.3320 29017.3398","103.84245992582508 1.3249913646328706","No"
"BH2","BLK 2 BALESTIER ROAD","29050.8796","34252.9453","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","34252.9453 29050.8796","103.84276130300171 1.3260459729073217","No"
"BJAL","BLK 517 - 519 JELAPANG ROAD","20505.1610","41097.6794","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","41097.6794 20505.1610","103.76597168318806 1.3879463629794189","No"
"BJBL","BLK 533 - 534 BUKIT PANJANG RING ROAD","20272.3997","40658.5045","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","40658.5045 20272.3997","103.76388026052355 1.3839745646274242","No"
"BJMP","BLK 259B BANGKIT ROAD","21344.6326","39972.0102","MECHANISED CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","15","2.15","N","39972.0102 21344.6326","103.77351523338442 1.3777664235348244","No"
"BJ1","BLK 130-140 CASHEW ROAD","20878.0800","39550.7600","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","0.00","N","39550.7600 20878.0800","103.769323020166 1.3739566801241185","No"
"BJ10","BLK 234-241 BUKIT PANJANG RING ROAD","21026.3461","40101.7077","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","4.50","N","40101.7077 21026.3461","103.77065516676869 1.3789392866308572","No"
"BJ11","BLK 242-245 BUKIT PANJANG RING ROAD","21162.6537","40303.4372","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","0.00","N","40303.4372 21162.6537","103.77187994356325 1.3807636871101443","No"
"BJ12","BLK 246-255 BANGKIT ROAD","21452.9618","40246.9897","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","0.00","N","40246.9897 21452.9618","103.77448858908413 1.3802532628105817","No"
"BJ13","BLK 270-277 BANGKIT ROAD","21485.2500","39887.6600","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","0.00","N","39887.6600 21485.2500","103.7747788017754 1.3770036224850963","No"
"BJ14","BLK 257 BANGKIT ROAD","21346.1751","40106.9685","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","NO","YES","0","0.00","N","40106.9685 21346.1751","103.77352906342188 1.3789869377958193","No"
"BJ15","BLK 259A BANGKIT ROAD","21374.3071","39941.9395","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","NO","NO","1","3.00","N","39941.9395 21374.3071","103.77378188713287 1.3774944817505002","No"
"BJ16","BLK 259A BANGKIT ROAD","21356.3257","39943.2707","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","10","1.90","N","39943.2707 21356.3257","103.77362031087529 1.3775065165718812","No"
"BJ17","BLK 401A FAJAR ROAD","20836.1138","40357.2456","MULTI-STOREY CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","5","1.90","N","40357.2456 20836.1138","103.76894572813356 1.381250232562738","No"
"BJ18","BLK 401-408 FAJAR ROAD","20743.2768","40326.2581","SURFACE CAR PARK","ELECTRONIC PARKING","WHOLE DAY","SUN & PH FR 7AM-10.30PM","YES","0","5.40","N","40326.2581 20743.2768","103.76811152657707 1.3809699699980773","No"
"BJ19","BLK 409-419 FAJAR ROAD","20773.5976","40665.0357","SURFACE CAR PARK","ELECTRONIC PARKING","NO","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","40665.0357 20773.5976","103.76838389812862 1.384033758824116","No"
"BJ2","BLK 141-151 GANGSA/PETIR ROAD","20581.8743","39791.6392","SURFACE CAR PARK","ELECTRONIC PARKING","NO","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","39791.6392 20581.8743","103.7666613402761 1.3761350307538107","No"
"BJ20","BLK 420-426 FAJAR ROAD","20929.1589","40888.8561","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","SUN & PH FR 7AM-10.30PM","NO","0","4.50","N","40888.8561 20929.1589","103.7697816793337 1.3860579471811627","No"
"BJ21","BLK 427-435 BUKIT PANJANG RING ROAD","21028.2400","40876.3400","SURFACE CAR PARK","ELECTRONIC PARKING","NO","SUN & PH FR 7AM-10.30PM","YES","0","4.50","N","40876.3400 21028.2400","103.77067200118962 1.385944779998901","No"
"BJ22","BLK 256/257/260 BANGKIT ROAD","21343.2842","40030.3147","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","NO","NO","0","0.00","N","40030.3147 21343.2842","103.77350310387159 1.3782937079787805","No"
"BJ23","BLK 258 BUKIT PANJANG RING ROAD","21281.8500","39957.4300","SURFACE CAR PARK","ELECTRONIC PARKING","7AM-10.30PM","NO","NO","0","0.00","N","39957.4300 21281.8500","103.77295108931864 1.3776345511753283","No"
